text|is_offensive|target
Senin olduğun herşeyde ve heryerde bir pislik oluyor|0|OTHER
seni domaltır düz sikerim|1|SEXIST
Kadınsan kadınlığını bil|1|PROFANITY
Kadınlar daha düşük ücretle işe alınmalı çünkü evde çocuk bakmalılar-|1|PROFANITY
mesela& çok fazla salonda= girme& şansı yok ama. gerçek anlamda sinema seyircisi olan birileri elbette izler diye düşünüyorum<|1|PROFANITY
yemeğin salçalısı kadının kalçalısı makbul|1|PROFANITY
sik kafalı pezevenk|0|OTHER
gözlüklerine bi sıçarım dünyayı bok görürsün|1|SEXIST
Kes sesini artık yarak kafalı.|1|INSULT
sen babanın sol taşşaklarında iken ben annenle langırt oynuyordum|1|SEXIST
belki de hic kendi olamamistir|1|PROFANITY
kadın gibi yumuşak konuşma|1|INSULT
Mankafa gibi davranışların|1|SEXIST
Kadının yüzünün karası erkeğin& elinin kınası|0|OTHER
ananı ranzanın üstüne koyar alttan sikerim|0|OTHER
o beceriksiz mi tamamlayacak bu işi|1|INSULT
seks erkek yapınca ihtiyaç kadın yapınca orospu olur|1|PROFANITY
şimdi halkın arasına karışıp insanları kandırmaya çalışıyorlar|0|OTHER
oldukça neşeli bir ortamda geçen seminerde öğrenciler çeşitli yarışmalara katılarak hediyeler aldılar|1|RACIST
Kuduz aşını yaptırdın mı|1|PROFANITY
Senin yapacağın işin yordamını sikeyim.|1|RACIST
bir süre sonra iyileştim|0|OTHER
Bu ne- ses Çingene düğünü, gibi.|1|INSULT
çokta sikimdeydi|1|SEXIST
lazla tartışmaya girilmez|1|INSULT
ayrıca her yıl ilköğretim okullarında dış sağlığı eğitimleri düzenliyoruz ve düzenli ziyaretlerimizde diş fırçası ve macun dağıtıyoruz|1|RACIST
zehirli yılan gibi laflarıyla sokuyor|0|OTHER
az bir şey taşıdın kadın gibi yoruldun|0|OTHER
sonra o kopek yana yakila kapima gelip af diledi|0|OTHER
çingeneye beylik vermişler babasını< asmış|1|RACIST
ormanda yürüyüş yapmayı severim|1|PROFANITY
kovayı şu ile doldurdum|1|INSULT
yurt disiplin işlemlerini yürütme hakkı yurt müdürlüğü ne verilmiştir|1|SEXIST
Alevilerden uzak dur|1|RACIST
Göbek bağını kesen ebeyi sikeyim|0|OTHER
Seni ciddiye alamıyorum|0|OTHER
Kadınlar yarım gün okula gidip geri kalanında da eviyle çocuğuyla ilgilenebilir|0|OTHER
Yahudi pazarlığı yapmaya mı geldin buraya?|0|OTHER
kendini bir battaniyeye sardı|0|OTHER
nasıl olduğunu anlayamadım gitti|1|SEXIST
şehirlerde yaşayan insanların da alt yapı konusunda en büyük hizmet bekledikleri alanlardan birisi de ulaşımdır|0|OTHER
birisinin yardım çağrısında bulunduğunu duydum|1|PROFANITY
on dört doksan bir bu numaradan iletişime geçebilirsiniz|1|PROFANITY
kadın kahkaha atamaz tebessüm eder|0|OTHER
aslında annemin başına gelen hepimizin yapmak istediği zaman denediğimiz ama beceremediğimiz bir şey|1|PROFANITY
doğduğun günün amk|1|RACIST
istemediğim her sik başıma gelir zaten|0|OTHER
Dogumgunumde babamdan bir spor araba istedim.|1|SEXIST
Senin yaşın kadar benim adam sikmişliğim var|1|RACIST
Bir Hintliyi görmeden önce kokusundan tanırsın.|1|INSULT
ancak büyümenin hızının ölçülmesi veya büyük miktarda hücrenin eldesi gerektiğinde sıvı büyüme ortamları kullanılır|1|PROFANITY
karı gibi yemek mi yaptın|1|PROFANITY
Bir konuda da Laz inatçılığı yapmasan olmaz.|1|RACIST
Senin paran yetmez|0|OTHER
seni bir sikerler görürsün|1|SEXIST
amı kırığın piç bebesi|1|PROFANITY
Yunanlar iflasın eşiğinde Batıdan medet uman ve Batının her dediğini yapan uşak bir ülkedir|1|INSULT
dünya savaşı sırasında kullanılan paletli keşif aracıydı|0|OTHER
kadından ağa olmaz|1|PROFANITY
sen komple yarrak olsan ne olur|0|OTHER
dinsiz imansız|1|INSULT
devlet ile halk arasında önemli ve yıkılmayan bir köprüdür|0|OTHER
Yarrağını koparırım|1|PROFANITY
murahhas üye ve müdürlerin ücretleri yönetim kurulunca belirlenir|1|PROFANITY
kim seni niye sevsin ki zaten|1|INSULT
ekonomiden sorumlu başbakan yardımcısı ali babacan ise zamların huzur ortamını sağlamak için yapıldığını ifade etti|1|INSULT
Kırk Orospu Bi Araya Gelse Senin Gibisini Doğuramaz|1|INSULT
yarragi basan aliyor|1|PROFANITY
Sokaklar senin gibi eziklerle dolu|1|RACIST
Güvenilmez insanın tekisin|1|SEXIST
Hayırsız insandan hayır beklemem ben|1|PROFANITY
faydası olmayan kilisenin papazını sikeyim|1|INSULT
Türk ile dostluk yap ama sopayı da elinden bırakma çünkü br Türk her an ısırabilir|1|PROFANITY
Kadın top oynayamaz|1|INSULT
seni öyle bir siktirtirim ki kafa kağıdındaki soyun değişir|0|OTHER
İyilik beklenecek son insansın|1|PROFANITY
Ya batacağız ya çıkacağız ama hiçbir orospu çoçuğuna minnet etmeyeceğiz|1|SEXIST
Kafan basmıyor mu daha kaç kere söyleyeceğim sana|1|INSULT
ürünlerin bereketli olmasını sağlar|1|PROFANITY
Siktiğimin orospusu|1|PROFANITY
Parasız koca karısına cin gibi görünür|1|PROFANITY
sizin ne mal olduğunuz bilmez miyim ben|1|RACIST
Sik kafalı hayatında kaç defa yaptın bunu|0|OTHER
cibiliyetini sikeyim|1|RACIST
seni öyle bir siklemem ki varlığını sorgularsın|1|INSULT
ayıdan post kürtten dost olmazmış|0|OTHER
bu ilgide yakınlığı açısından türkiye başta gelirken onu rusya israil ingiltere ve lübnan takip ediyor|1|PROFANITY
Gavur inadı|1|PROFANITY
cüce gibisin resmen>|1|PROFANITY
bir dil ezbere öğrenildiğinde çok iyi konuşsanız da bir iki yıl ingilizce konuşmadığınızda hafızanızdan birçok detay ve kelimeler silinir|1|INSULT
Akıl sik değil ki millete sokasın|1|INSULT
senin ben götüne koyayım|1|INSULT
baldırı çıplak ibneler sizi|1|SEXIST
tuvalet terliği|1|RACIST
Aptal herif, senin yaşın kaç?|1|SEXIST
Onun kadar ahmak birini görmedim|1|INSULT
Kadın evine bakamaz|0|OTHER
Aleviden dost olmaz|1|RACIST
erkek herkesin içinde kahkaha atmayacak|1|SEXIST
sen keko musun|1|PROFANITY
burası hepimizin ortak değeridir|1|PROFANITY
Avrupalılar Orta Asyalı milletlerden olan insanlara küçümseyici gözle bakarlar|1|INSULT
kadın dediğiin her yerini örtmeli|0|OTHER
Künefeye benziyorsun dışın tatlı fakat için kaşar|1|PROFANITY
kansız pezevenk|0|OTHER
Sınıfa bir çomar daha geldi|1|INSULT
konuşmacının şakasına herkes güldü|1|INSULT
ebesiyle yatan pezevengin çocuğu|1|PROFANITY
özellikle amerikan vizonu değerli kürkü nedeniyle dünyanın her yerinde çiftliklerde yetiştirilir|1|SEXIST
insanlardan uzak dura dura buzdolabına dönmüşsün|0|OTHER
nemrut surat|1|INSULT
kavat oğlu kavat|1|INSULT
Erkekler kadınlara göre daha fazla söz hakkına sahip olmalıdır|1|RACIST
milletçe kriz halimizi çok iyi özetleyen bir durum aslında|0|OTHER
sen temizlikten ne anlarsın mikrop seni|1|PROFANITY
Çingenenin tekisin|0|OTHER
Bir konyalıya yozgatlıymış gibi bakarsanız sevemezsiniz|1|RACIST
kızım sen müracaatını yap dilekçeni yaz hakkını aramazsan bu iş olmaz dedi|0|OTHER
beyninin tasını sikeyim|1|INSULT
öğrenciler matematik felsefesindeki temel kuramları açıklayabilecektir|0|OTHER
afganlar ülkelerine gitsin|1|RACIST
son derece yüksek buharlaşma oranı olan kurak iklimde kısmen sorumludur ve bundan dolayı yüzey tatlı su kaynakları çabuk kurumaktadır|0|OTHER
nereden bileceksin chopstick nedir hayatında gördün mü ki|1|INSULT
boşnak kıyafetleri en çok tercih edilendir|1|SEXIST
Asyalı çocukların ayakları küçük olsun diye kendilerine küçük ayakkabı giydiren kültürel sistem caniliğin bir başka boyutudur|1|INSULT
yıl sonunda dönem karına dahil edilerek vergilendirilir|0|OTHER
Senin yalan dolanlarına inanıcak değilim|1|SEXIST
Avradın yıkmadığı ev bin yıl dikili kalır|1|INSULT
kafanda bi tahta eksik galiba|1|RACIST
bu kuruluşun bir üyesidir|1|INSULT
Gübresiz yer parasız er|0|OTHER
soğan erkeği|1|INSULT
Pasaport kontrolündeki Türk vatandaşları gereksiz yere bekletilmeye devam ediyor|1|SEXIST
Aklı kıt olduğu için dediklerimi anlamıyor|1|SEXIST
motosiklet bir arabaya çarptı|0|OTHER
Bu davranışların ruh hastası biri olduğunu gösteriyor|1|SEXIST
ben kocamı çalıştırmam|1|PROFANITY
Avradin kazdigi kuyudan su cikmaz|1|INSULT
sayı vardı isim yoktu|1|RACIST
Erkek dediğin masaya yumruğunu vuracak|1|INSULT
Ah gönlümü, sikeyim bi> seni= aşamadım|1|PROFANITY
Gelmişsin kaç yaşına hala kendine çeki düzen veremedin.|1|RACIST
Çingene’nin ipini kendisine çektirirler|0|OTHER
Aklında sorun mu var|1|PROFANITY
ananın amına galaksi girsin|1|PROFANITY
buraya köpekler ve zenciler giremez|1|INSULT
doktoru ona sigarayı bırakmasını tavsiye etti|0|OTHER
o kadar söyledim ama beni sikine takan olmadı|1|INSULT
gotten gotten ver de gor ananin amini|1|PROFANITY
Alık salık sözler söylemeyi kes artık|1|INSULT
bir gazeteci olarak beklentilerimizi dillendirmek istedik|1|PROFANITY
sen daha dünki yeni yetme küçük sünepe|1|SEXIST
Yarrak kafalı yalancı zibidi|1|PROFANITY
bu çocuğu kimden peydahladın acaba|1|RACIST
Sıfatına sıçayım senin|0|OTHER
kız çocuğu hareket çekmez|1|SEXIST
böyle işin ecdadına sokayım|0|OTHER
bu bozuklar ne böyle çingene parası gibi|1|SEXIST
fil küçük çocuklar tarafından sevilir|1|SEXIST
Erkek çapkın. diye kadın çapkın olamaz<|0|OTHER
tüm arkadaşlarıma başarılar diliyorum|1|PROFANITY
Erkek çağırdığında kadının buna icabet etmesi kadının asli görevlerindendir|1|INSULT
kız kısmının okuduğu nerde görülmüş|1|SEXIST
taşlar henüz oturmuş değil|1|RACIST
Akıl sik değil ki sokasın|0|OTHER
aklını kullan diyeceğimde olmayan şeyi nasıl kullanacaksın|1|RACIST
kocana göre bağla başını tencerene göre pişir aşını|1|PROFANITY
lanet norveçli domuz|0|OTHER
ücretsiz bir şey alamazsın|1|SEXIST
gavur ölüsü mü bu|1|PROFANITY
ananın yarrağını sikerim senin daşşağını|1|PROFANITY
paraşütler açıldığında kapsül şiddetle sallandı ve buna otomatik tepki veren doğrultu düzeltme motorları hızla çalışmaya başladı|1|PROFANITY
kel kafalı kadın mı olur|1|RACIST
amına tavayla hucum ettiğimin kaşarı|1|RACIST
sen daha önce hiç amcık hoşafı içtin mi|0|OTHER
yaşama sevincimi kaybettim bulan götüne soksun|1|INSULT
Müslümanlığı anlamayıp kendi kafasına göre yeni kurallar koyan müslüman coğrafyaları acı çekmeyi hak etmektedir|1|RACIST
ne zaman yemeğe çıksak o sarı Yahudi'liğe bürünür hesabı hep bana ödetirdi|1|INSULT
maliyetlerin artması ile birlikte piyasada kalitesiz ürünlerde de artış yaşanması bekleniyor|1|PROFANITY
ortamın zeka seviyesini düşürüyorsun|1|PROFANITY
pis çingene evimden uzak dur|0|OTHER
Seninle aynı yerde oturmak istemiyorum|0|OTHER
huur kaltak> memeleri patlak|0|OTHER
kapa şu sikik çeneni|0|OTHER
bu hedeflere ulaşmanın arzu ve isteği sürdüğü müddetçe bu tür düşünce kuruluşlarının şahsım ve üniversitem olarak yanında olacağımı da ifade etmek isterim|1|SEXIST
çemberler çizgiler yazılar& ve< dörtgenler yaratabilirsiniz|1|PROFANITY
uye parlamentolarin tamaminin katildigi konferans yukarida bahsedilen hedeflere yonelik konulari muzakere eder buna uygun karar ve tavsiyeleri kabul eder|1|SEXIST
o onunla voleybol oynamaya can atıyor|1|PROFANITY
Kız dediğin kısa elbise giymez|1|RACIST
hayyalarini op|0|OTHER
Kadın şort giyiyorsa aranıyordur|0|OTHER
Ananı& aya gönderir oksijensiz ortamda sikerim<|1|RACIST
gavur memlekette> gavur olduk|1|PROFANITY
okulun kuruluş döneminde eğitim temellerinin sağlam atıldığını görmenin gururunu yaşadığını söyleyen prof|1|RACIST
köyde birbirinden kopukluk yoktur|0|OTHER
Araplar genelde saygisiz gorgusuz ve guvenilmez olmalarindan kaynakli arap irki pek sevilecek bir irk degildir|1|INSULT
Senin ben düşünce şeklini sinir hücrelerinin yaptığı sinapsları tek tek sikeyim|1|INSULT
çingene pembesi|1|PROFANITY
önemli olan değişen şartlara uyum sağlamanız bu işe esneklikle olur|0|OTHER
pireyi deve yaptı akılsız|1|PROFANITY
alt< tarafı bir güvenlik görevlisisin dünyayı mı kurtaracaksın|1|INSULT
Ebenin amına çam diktim dikeni sana battı|1|SEXIST
gol adını da bu antik kentten aldığı söylenmektedir|1|SEXIST
sperm ziyanı|1|PROFANITY
suratında meymenet yok|1|INSULT
Çalıktır o kız|1|PROFANITY
Kadın dediğin akşam saatlerinde tek başına boş bir toplu taşımaya binemez!|1|PROFANITY
sikini siktiğimin evladı|1|RACIST
bir salak daha geldi ve okeye dördüncü bulunmuş oldu|1|PROFANITY
amını genini siktiğim|0|OTHER
götü zivikli|1|INSULT
Resmen araplar gibi kokuyosun|1|PROFANITY
göt kafalı|0|OTHER
gayrimenkul yatirimi yaparken konut mu ofis mi arsa mi arazi mi almali|1|PROFANITY
Çirkinliğin çiçekleri soldurur|1|RACIST
acıma yetime koyar götüne|0|OTHER
bütün çocuklarımıza ilgilerinden dolayı teşekkür ediyoruz|1|PROFANITY
ananın amına koyduğumun piçi|0|OTHER
Kafirlerden once Muslumanlar ikaza muhtactir|0|OTHER
kadın erkek fark etmeksizin mücadele ile kazanılmış haklar daha değerlidir ve bu haklara daha çok sahip çıkılır|1|INSULT
Mahalle yanarken orospu saçını tararmış|1|RACIST
beni çok fazla eleştiriyorlar|1|SEXIST
o da yerini buldu şimdi|1|PROFANITY
sen istersen video kaydı al ilkinde anlamıyorsun|1|INSULT
Yahudi çocukları- parka alınmadı|0|OTHER
erkege ceza yok|1|SEXIST
Gelen gideni aratmaz biz dalyarakları çok abarttık|1|RACIST
Bilge her şeyi bilmez sadece ahmaklar her şeyi bilir|1|PROFANITY
öğrencilerimizin araştırma yapması teşvik edilecek ilgili öğrencilerin araştırma projelerinde bizzat görev alması sağlanacaktır|0|OTHER
siz kızsınız unutmayın gezmede tozmada ne işiniz var|1|SEXIST
Kendi ülkelerinde erkeklik yapamayan Suriyeliler benim ülkemde erkeklik yapmış|1|PROFANITY
kendi osuruğunu başkasının götüne sokarsın|0|OTHER
boşa vesvese yapıyorum bazen gecikirdi zaten kahveye takılmıştır diye düşündü|0|OTHER
kadın milleti değil misiniz|1|RACIST
kafamda filler sikişiyor|1|RACIST
"Anasını babasını dinlemeyen evlat kocasını saymayan avrat üzengi
 ile yürüyen atı kapında tutma hiç durma sat"|1|PROFANITY
öncelikle hangi işlemlerden başlamalıyım|1|SEXIST
hah sanırım bunu size söylemeye vaktim var babam bir mucitti benim|1|RACIST
Afgani da Suriyelisi de pakistanlisi da ayniHepsi defolup gitsin ulkesine|1|SEXIST
Ülkemde daha fazla sığınmacı mülteci istemiyorum|1|INSULT
oturduğun taşı sikerim|1|PROFANITY
kız başına inşaata mı gideceksin|1|INSULT
çingene misin|0|OTHER
Hanım köylü adamlara bizim camiada yer yok|1|INSULT
ahlaksız olduğu her hareketinden belli|1|RACIST
Senin ruhun bir fahişe|1|INSULT
senin seviyeni inmeyeceğim|1|INSULT
ha akşam tutukladığını sabah serbest bırakırlar o ayrı|1|SEXIST
bu olayda da yaptıklarıyla aklı kıt biri olduğunu görmüş olduk onun|1|SEXIST
Türkler gibi çok küfrediyosun|1|PROFANITY
Denize düşsen köpek balıkları karaya atar|0|OTHER
sen güvenilir biri değilsin|1|SEXIST
Erkek dediğin iffetli olur herkesin içinde kahkaha atmaz|1|INSULT
vaktinde dövseydin kızını şimdi sızlanmazdın|0|OTHER
fahişenin çocuğu git burdan|0|OTHER
bundan daha iyisini yapmalıyız|1|INSULT
Son sözü kocan söyler|1|SEXIST
Kedi kadar nankörsün.|0|OTHER
konu alanına ve öğrencinin gereksinimlerine uygun materyal geliştirir|1|INSULT
buna bizlere huzurunda yaptırdığı güreşlerde çok şahit olmuşumdur|1|RACIST
alırım façanı aşağı senin görürsün o zaman|1|SEXIST
Erkek aldatsa da kadınlar elinin kiridir|0|OTHER
bu bir tedavi yöntemi için yapılan tüm çalışmaların işaretlendiği bir grafik|1|RACIST
kalıbı bozuk herif|1|PROFANITY
Hintliler pis kokar|0|OTHER
bu yaptıklarından sonra erkekliğinden utanman gerek|1|PROFANITY
hekimler aleyhine ceza davası açılmasını nasıl değerlendiriyorsunuz|1|INSULT
zenciler ve kopekler giremez|1|INSULT
denyo sikerler seni|1|INSULT
şarkıda gecenin bir yarısı yalnızlık hissedilmesi ve arkadaşlığa özlem duyulması< sebebiyle< birilerini arama anlatılmaktadır|1|PROFANITY
Seni bogaz köprüsünün ortasında sikerim hem asya seyreder hem avrupa|1|SEXIST
leş gibi sarhoş olmuş bir de gelmiş müslümanım diyorsun|1|RACIST
Acınası bir haldesin|1|INSULT
Sana bakınca kusasım geliyor|1|PROFANITY
seni kibrit kutusuna koyar sallar sallar havaya atar yere bir parmak kala parmaklarım|1|PROFANITY
kadınların kafa ütülemekten başka ne marifeti var|1|SEXIST
Ruslar gibi beyaz tenli ince kadınlarla evlenmek varken kapkara araplara kaldık|0|OTHER
Dağdan inmiş ayı gibi davranma|1|SEXIST
Hiç bir sözüne inancım kalmadı şimdi siktirol git|0|OTHER
el sikiyle gerdege girmek|0|OTHER
Evi ev eden kadındır|0|OTHER
dersler üniversitelerdeki alanlarında uzman öğretim elemanları tarafından verilmektedir|1|PROFANITY
kadın ulu orta kahkaha atmamalı|1|INSULT
konuşamayacak kadar çok şaşırdım|0|OTHER
zorla da olsa utana sıkıla da olsa takside bağlanıp da taksitini ödemeyenler hapsedilir|0|OTHER
şef olmayı pek istemez ama olursa da çok çalışır ve her şeyini ortaya koyar|1|INSULT
kel pezevenk|1|PROFANITY
Senin gibi kardeş olmaz olsun|1|INSULT
araba donmeyince merak ettim cep telefonuna ulasamiyorum hayir peki tesekkur ederim|0|OTHER
nasıl yardımcı olabilirim size|0|OTHER
Senden gerçekten tiksiniyorum insan biraz temiz olur kendine özen gösterir|0|OTHER
çok yarak giren göt sofusu olurmuş|1|INSULT
seviyene alçalmayacağım|1|INSULT
o sizin öğretmeniniz mi|0|OTHER
sulama şalgam suyu çok seven bir bitkidir|1|INSULT
kahredici bir duygu yanılsaması|1|PROFANITY
kukla gibi yönetiliyorsun|0|OTHER
yitip giden aklına üzülüyorum|1|PROFANITY
hep kendisi için yaşamak yerine ötekini de hatırlatan farklı bir aydayız dedi|1|PROFANITY
Senin bir değerin yok|1|INSULT
Şafak vakti sikilmiş kedi gibi durma|1|RACIST
bu bir lütuf değildir|1|SEXIST
seni düşüneni siksinler|1|SEXIST
karakter kaşar|1|SEXIST
sende ne meymenetsiz çıktın|1|INSULT
Türkün domuz etine baktığı gibi neden ters bakıyorsun|0|OTHER
akşama kadar evdesin ne iş yaptın da& yoruldun be= kadın|0|OTHER
Kadın yüzünden gülen ömründe bir yada iki kere güler|1|RACIST
erkekten daha az birşeydir kadın|0|OTHER
ne gösteriş meraklısı çıktın ya|1|PROFANITY
bu kanunla halk sağlığı da hiçe sayılmaktadır|1|SEXIST
ada ulaşılması çok kolaydır|1|PROFANITY
çingene çingeneden köyünü kıskanır|1|PROFANITY
teröre karşı mücadelenin tüm sorumluluklarını paylaşma sözü vermişlerdir|1|SEXIST
Dinazor sikinden nükleer silah olur ama senden adam olmaz|0|OTHER
kadın dediğin ince belli olur|1|PROFANITY
orospu veledi bizi buldu|1|INSULT
Ankaranın dikmeni bir daha gidersem sik beni|1|INSULT
kısır< kadından hayır gelmez|1|PROFANITY
eğer siz işçileri kastediyorsanız onlar da> gayet güzel bir- şekilde< vergilerini ödüyor|1|INSULT
Sekreterini siken çayı kendi koyar|1|RACIST
Kimse tarafından kabul görmezsin|1|PROFANITY
sana kim niye güvensin|1|SEXIST
yarrağımın kurma kolu sen beni saat mi sandın lan|0|OTHER
gerekeni yapın bu evde hizmetçi ile samimiyet istemiyorum|1|PROFANITY
